rolling_mean_6,RH_1,rolling_std_6,Appliances_lag_10,rolling_std_3,Appliances_lag_30,Appliances
-0.42174964479515914,1.863477832648765,-0.44734867638450615,-0.3675894550625968,-0.33269703885370133,-0.367423551891152,60
-0.42174964479515914,1.6343481589088336,-0.44734867638450615,-0.3675894550625968,-0.33269703885370133,-0.367423551891152,60
-0.42174964479515914,1.5345795186826088,-0.44734867638450615,-0.3675894550625968,-0.4151405232542323,-0.367423551891152,50
-0.42174964479515914,1.4753947321077328,-0.44734867638450615,-0.4651548570000898,-0.4151405232542323,-0.367423551891152,50
-0.42174964479515914,1.5430344881932971,-0.44734867638450615,-0.4651548570000898,-0.4151405232542323,-0.367423551891152,60
-0.5241291586323413,1.4652487686948956,-0.5560952092868416,-0.3675894550625968,-0.4151405232542323,-0.4650197374245098,50
-0.5241291586323413,1.3993000065114531,-0.5560952092868416,-0.4651548570000898,-0.4151405232542323,-0.4650197374245098,60
-0.5241291586323413,1.3468791955451183,-0.5560952092868416,-0.3675894550625968,-0.4151405232542323,-0.367423551891152,60
-0.503653255864905,1.3563910362446518,-0.5615778052845691,-0.3675894550625968,-0.5277604173215807,-0.4650197374245098,60
-0.462701450330032,1.481313210765214,-0.5412648833747241,-0.3675894550625968,-0.4151405232542323,-0.367423551891152,70
-0.11461110328361286,1.423819418092458,0.5677804081675835,-0.2700240531251039,1.3330256174898458,-0.367423551891152,230
0.9706117433905176,1.5590989302636407,3.0004179148768673,1.291022377874783,4.560116737407189,-0.367423551891152,580
1.7282201457856656,1.9657829637281987,3.2261868750088865,4.7058114456870355,2.8974399416735266,-0.2698273663577942,430
2.1172622983669576,2.8958296099049945,2.9161317978592343,3.2423304166246414,2.695215536986439,1.2917116021759307,250
2.1991659094367035,2.8958296099049945,2.780776967535537,1.4861531817497686,2.695215536986441,4.707578095843454,100
2.260593617739013,2.8958296099049945,2.675189342382621,0.022672152687374887,1.1615379936886492,3.243635312843087,100
1.9739309789949024,2.8958296099049945,2.947615779898399,0.022672152687374887,-0.4151405232541606,1.4869039732426463,90
0.929659937855645,2.8958296099049945,1.8249064321180481,-0.07489324925011805,-0.22979618494091011,0.022961190242279248,70
0.21300334099537,2.7757690428530397,0.5234422961095674,-0.2700240531251039,-0.3326970388538642,0.022961190242279248,80
-0.012231589446430616,2.4223513173058797,-0.22803013996969249,-0.17245865118761097,0.21073761463847088,-0.07463499529107856,140
0.028720216088442177,2.0756975673672597,-0.1955525200296866,0.4129337604373466,0.06816804743971654,-0.2698273663577942,120
0.21300334099537,1.872778299110513,0.1366209711336469,0.21780295656236076,0.17555059570885873,-0.17223118082443636,190
0.2539551465302428,1.7281983204775804,0.11028359030987073,0.9007607701248113,0.3225011370046381,0.4133459323757105,110
0.33585875759998857,1.60982874732783,0.0005778096489688532,0.12023755462486782,0.373198735217214,0.21815356130899488,110
0.3972864659022978,1.4737037382055858,-0.09848464500009585,0.12023755462486782,-0.5277604173215807,0.9013268600424995,110
0.33585875759998857,1.4077549760221413,-0.09024386466465761,0.12023755462486782,-0.5277604173215807,0.12055737577563706,110
0.29490695206511575,1.4331198845542352,-0.061874630598977756,0.12023755462486782,-0.4151405232541656,0.12055737577563706,100
0.11062382715818794,1.4145189516307097,-0.5615778052845236,0.022672152687374887,-0.415140523254165,0.12055737577563706,100
0.09014792439075145,1.3798535766368387,-0.5560952092867981,0.022672152687374887,-0.5277604173215807,0.12055737577563706,100
0.06967202162331497,1.2893854028723624,-0.5615778052845222,0.022672152687374887,-0.5277604173215807,0.022961190242279248,100
0.06967202162331497,1.2369645919060546,-0.5615778052845222,0.022672152687374887,-0.415140523254165,0.022961190242279248,110
0.6634732018789713,1.1963807382547043,1.4785006134798229,0.12023755462486782,2.795957758173181,0.022961190242279248,400
1.277750284902064,1.1456509211905184,2.037762970388874,2.9496342108121625,2.738216510631524,0.022961190242279248,400
1.8715514651577205,1.0932301102241837,2.1615243660538246,2.9496342108121625,-0.4151405232542195,0.12055737577563706,390
2.1582141039018303,1.042500293159996,1.866606072792832,2.85206880887467,1.2205704924542344,2.9508467562430134,240
2.076310492832085,1.0019164395086473,2.045155717945881,1.3885877798122759,2.6952155369864403,2.9508467562430134,60
1.9739309789949024,1.0019164395086473,2.2397388315819335,-0.3675894550625968,1.499397675890691,2.8532505707096556,60
1.277750284902064,1.0019164395086473,2.239738831581934,-0.3675894550625968,-0.5277604173215807,1.3893077877092885,60
0.5610936880417894,1.0019164395086473,1.81995434510815,-0.3675894550625968,-0.41514052325422,-0.367423551891152,50
-0.09413520051617638,1.0095259120682738,0.6389551920069028,-0.4651548570000898,-0.3326970388539014,-0.367423551891152,70
-0.462701450330032,1.0433457901110559,-0.5412648833746728,-0.2700240531251039,-0.3326970388539014,-0.367423551891152,60
